content,content_clean
"Mohon maaf jika,saya memberi Bintang 3 untul saat ini,saya ingin bertanya min kapan fitur upload file nya Diperbaiki???saat ini saya sangat perlu untuk mengupload file tetapi dikatakan saat ini fitur upload file dinonaktitkan,tolong segera Diperbaiki min,soalnya tugas saya sudah deadline untuk besok",Mohon maaf jikasaya memberi Bintang  untul saat inisaya ingin bertanya min kapan fitur upload file nya Diperbaikisaat ini saya sangat perlu untuk mengupload file tetapi dikatakan saat ini fitur upload file dinonaktitkantolong segera Diperbaiki minsoalnya tugas saya sudah deadline untuk besok
Aplikasi Error👎,Aplikasi Error
"Aplikasi kontol, dikit dikit update",Aplikasi kontol dikit dikit update
Ngelag,Ngelag
Mumudahkan untuk belajar online,Mumudahkan untuk belajar online
Bagusss,Bagusss
So good is aplikasi for study,So good is aplikasi for study
Kok bentar2 updet .terus abis di update malah ga bisa tersambung ke server,Kok bentar updet terus abis di update malah ga bisa tersambung ke server
tidak konsisten waktu penampilan news,tidak konsisten waktu penampilan news
Kenapa saya tidak bisa terhubung ke server?,Kenapa saya tidak bisa terhubung ke server
"Kak kenapa saya tidak bisa masuk ke aplikasi nya, ?",Kak kenapa saya tidak bisa masuk ke aplikasi nya
Tolong perbaiki server saya tidak bisa buka edlink,Tolong perbaiki server saya tidak bisa buka edlink
Sangat bagus dan membantu,Sangat bagus dan membantu
Tolong diperbaiki. Kenapa malah gag bisa masuk. Pas masuk muncul kata2 tidak dapat menghubungkan ke server.,Tolong diperbaiki Kenapa malah gag bisa masuk Pas masuk muncul kata tidak dapat menghubungkan ke server
Bagus,Bagus
"Sangat membantu, mksh",Sangat membantu mksh
Tidak dapat unduh,Tidak dapat unduh
Ok,Ok
Servernya sering down... Sebaiknya diperbaiki dulu.. bukan karena kendala signal dan handphone yang kurang bagus😖😖,Servernya sering down Sebaiknya diperbaiki dulu bukan karena kendala signal dan handphone yang kurang bagus
Terima kasih sangat membantu,Terima kasih sangat membantu
Mantabbbb.,Mantabbbb
Force close terus,Force close terus
Sangat membantu banget...,Sangat membantu banget
Susah didownload,Susah didownload
Susah upload tugas,Susah upload tugas
Bagus sekali tapi kenapa tiba-tiba edlink nya berhenti,Bagus sekali tapi kenapa tibatiba edlink nya berhenti
Feeling good,Feeling good
Error mulu... Gak guna,Error mulu Gak guna
Belajar makin tambah asyik m jga mkin hemat waktu....belajar bsa dlakukan dmaja aja....ma ksih.....,Belajar makin tambah asyik m jga mkin hemat waktubelajar bsa dlakukan dmaja ajama ksih
cukup bagus,cukup bagus
Sangat membantu,Sangat membantu
Terbaik,Terbaik
"Siswa tidak bisa kirim jawaban, tulisan ""Aplikasi terus berhenti""",Siswa tidak bisa kirim jawaban tulisan Aplikasi terus berhenti
Tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,Tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru
Semoga bisa lebih baik lagi appnya Skrg udh bisa pakai video dan kuis,Semoga bisa lebih baik lagi appnya Skrg udh bisa pakai video dan kuis
App jelek server sering down,App jelek server sering down
Kok aplikasinya eror ya,Kok aplikasinya eror ya
Bagus,Bagus
Sangat membantu,Sangat membantu
Parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,Parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda
"Edlink keren, sangat terbantu dalam belajar online dengan dosen, mudah dan sangat praktiss. Semoga tetap dikembangkan",Edlink keren sangat terbantu dalam belajar online dengan dosen mudah dan sangat praktiss Semoga tetap dikembangkan
Suka eror server nih kamperet....,Suka eror server nih kamperet
"Sangat buruk, sering banget sistem gagal, ngerugiin saat ngumpulin tugas jadi telat nilai jelek, padahal udah pindah koneksi, pindah 2 laptop 3 hp tetep sama semua. Parahhhh not recomended",Sangat buruk sering banget sistem gagal ngerugiin saat ngumpulin tugas jadi telat nilai jelek padahal udah pindah koneksi pindah  laptop  hp tetep sama semua Parahhhh not recomended
Membantu untuk kegiatan perkuliahan di perguruan tinggi. Trims tim sevima.,Membantu untuk kegiatan perkuliahan di perguruan tinggi Trims tim sevima
Siip,Siip
Error terus,Error terus
Aplikasi nya sangat membantu mahasiswa,Aplikasi nya sangat membantu mahasiswa
"Masih banyak bug,tolong cepat di atas",Masih banyak bugtolong cepat di atas
Broken.,Broken
"Mohon maaf, kurang user friendly🙏🏻",Mohon maaf kurang user friendly
Dosennya ngasih tugas suka seenaknya padahal belum di jelasin,Dosennya ngasih tugas suka seenaknya padahal belum di jelasin
Sangat membantu sy sebagai dosen dalam kuliah online krn darurat covid 19,Sangat membantu sy sebagai dosen dalam kuliah online krn darurat covid
Setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki,Setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki
Nice,Nice
Kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi. Tolong segera untuk ditindak lanjuti,Kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi Tolong segera untuk ditindak lanjuti
"sangat membantu sekali, user friendly",sangat membantu sekali user friendly
good......sangat sngat membantu dan terintegrasi dengan siakad kampus,goodsangat sngat membantu dan terintegrasi dengan siakad kampus
Insyaallah baik,Insyaallah baik
Mantap saya suka,Mantap saya suka
Very good...ditingkatkan dalam menjawab pertanyaan di group2 sevima... Mungkin pada saat kita bertanya itu dalam situasi yang urgent... Walaupun belum mewakili jawaban Setidaknya sudah ada tanggapan dari tim sevima...terima kasih,Very goodditingkatkan dalam menjawab pertanyaan di group sevima Mungkin pada saat kita bertanya itu dalam situasi yang urgent Walaupun belum mewakili jawaban Setidaknya sudah ada tanggapan dari tim sevimaterima kasih
"Aplikasi blom optimal blum layak untuk publik, semoga lebih di improve lagi terimakasih",Aplikasi blom optimal blum layak untuk publik semoga lebih di improve lagi terimakasih
"aplikasi pembelajaran ini sangat berguna, sebab bisa digunakan baik di hp android maupun web browser, membantu kami dalam meng aplikasikan kuliah daring, meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran, berkat edlink 👼👼",aplikasi pembelajaran ini sangat berguna sebab bisa digunakan baik di hp android maupun web browser membantu kami dalam meng aplikasikan kuliah daring meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran berkat edlink
"Terima kasih ed-link sudah membantu proses belajar mengajar, sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya (durasi dibatasi) hehehe",Terima kasih edlink sudah membantu proses belajar mengajar sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya durasi dibatasi hehehe
"Bagusss bgt apk nyaa, kuliah jdi lebih mudah",Bagusss bgt apk nyaa kuliah jdi lebih mudah
Semoga lebih baik..,Semoga lebih baik
Semoga cukup membntu,Semoga cukup membntu
Bagus sekali,Bagus sekali
sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal.,sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal
Aplikasi idiot sampah,Aplikasi idiot sampah
Aplikasi terkutuk!,Aplikasi terkutuk
Mantap,Mantap
Kita coba dulu klo memuaskan kita tambahkan lagi bintangnya,Kita coba dulu klo memuaskan kita tambahkan lagi bintangnya
Kenapa akun saya tidak ada Vidconference ya?,Kenapa akun saya tidak ada Vidconference ya
awaknya cukup menyulitkan dan perlu adaptasi,awaknya cukup menyulitkan dan perlu adaptasi
BISA BUAT LAPTOP GK APK NYA ?,BISA BUAT LAPTOP GK APK NYA
Saya tidak bisa masuk edlink. Udah di upgrade padahal tapi pas masuk kok gk bisa ya? Udh di instal ulang ttp aja gk bisa masuk,Saya tidak bisa masuk edlink Udah di upgrade padahal tapi pas masuk kok gk bisa ya Udh di instal ulang ttp aja gk bisa masuk
"sebaiknya pada kolum komentar,mahasiswa bisa membalas perkomentar, dengan adanya balasan perkomentar dapat mempermudah pada saat diskusi",sebaiknya pada kolum komentarmahasiswa bisa membalas perkomentar dengan adanya balasan perkomentar dapat mempermudah pada saat diskusi
"Saya tidak bisa masuk padahal Akun Email saya aktif, tolong di bantu cara daftarnya bagaimana?",Saya tidak bisa masuk padahal Akun Email saya aktif tolong di bantu cara daftarnya bagaimana
Ga bisa kirim tugas kenapa yah,Ga bisa kirim tugas kenapa yah
Perbarui aja trus :/,Perbarui aja trus
"Selamat sore admin, saya mau bertanya kenapa kita tidak bisa untuk melakukan video confrence, mohon bantuan nya Trima kasih",Selamat sore admin saya mau bertanya kenapa kita tidak bisa untuk melakukan video confrence mohon bantuan nya Trima kasih
Aplikasi ini setelah di update kalau mau di pakai jadi lemot,Aplikasi ini setelah di update kalau mau di pakai jadi lemot
Susah di atur,Susah di atur
Aplikasinya gak bisa dibuka,Aplikasinya gak bisa dibuka
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,
kenapa gabisa masuk setiap mau masuk ada tulisan TIDAK DAPAT MENGHUBUNGKAN KE SERVER padahal HP saya versinya 5.1.1,kenapa gabisa masuk setiap mau masuk ada tulisan TIDAK DAPAT MENGHUBUNGKAN KE SERVER padahal HP saya versinya
Mohon petunjut edlink sudah ter download tapi tidak bisa diinstal!!,Mohon petunjut edlink sudah ter download tapi tidak bisa diinstal
Server y lelet,Server y lelet
Astagaa kacau parah aplikasi ini.. menyusahkan sungguh.,Astagaa kacau parah aplikasi ini menyusahkan sungguh
aplikasi bagus.. mana suara anak tuamang,aplikasi bagus mana suara anak tuamang
"Edlink nya eror, kagak bisa nyisipkan file. Uda di instal ulang tetep aja. Bikin ngenes! menyebalkan! Edlink payah!",Edlink nya eror kagak bisa nyisipkan file Uda di instal ulang tetep aja Bikin ngenes menyebalkan Edlink payah
Aplikasi mudah di gunakan,Aplikasi mudah di gunakan
Kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa,Kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa
Nice,Nice
Saya sudah mencoba dftar tapi email verifikasi tidak ada masu ke email saya,Saya sudah mencoba dftar tapi email verifikasi tidak ada masu ke email saya
Kok gw susah ya mau upload tugas,Kok gw susah ya mau upload tugas
Perbaharui aplikasinya karena server sering down. Sangat tidak membuat nyaman,Perbaharui aplikasinya karena server sering down Sangat tidak membuat nyaman
Kenapa setiap mau kirim tugas suka ada kata kata (tidak tersambung ke server)?? Tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini!,Kenapa setiap mau kirim tugas suka ada kata kata tidak tersambung ke server Tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini
Bagus,Bagus
Terpaksa gue download😥😥,Terpaksa gue download
"Dosen tdk bisa menambahkan mahasiswanya, Krn tidak semua mhs mengerti proses-proses yang dianggap menyulitkan. Akun mahasiswa juga tidak bisa menambahkan dosennya di kelas.",Dosen tdk bisa menambahkan mahasiswanya Krn tidak semua mhs mengerti prosesproses yang dianggap menyulitkan Akun mahasiswa juga tidak bisa menambahkan dosennya di kelas
Good,Good
😇,
"ketika ingin bergabung ke kelas dengan kode QR itu lama skali, lemot, pdhl sdh memakai WiFi. Hp saya jg termasuk hp jaman skrng yaitu pocophone f1",ketika ingin bergabung ke kelas dengan kode QR itu lama skali lemot pdhl sdh memakai WiFi Hp saya jg termasuk hp jaman skrng yaitu pocophone f
Apakah bisa ganti universitas ketika salah masukin univ nya please respon??,Apakah bisa ganti universitas ketika salah masukin univ nya please respon
Good,Good
bagus,bagus
Memudahkan,Memudahkan
Aplikasi sangat membantu,Aplikasi sangat membantu
"Saya memberi bintang 1, karna apsnya belum bisa terinstal dan selalu gagal,-",Saya memberi bintang  karna apsnya belum bisa terinstal dan selalu gagal
Susah utk konfirmasi sehingga tdk bisa masuk,Susah utk konfirmasi sehingga tdk bisa masuk
ADA KAMU LIBURANKU TERGANGGU,ADA KAMU LIBURANKU TERGANGGU
"Kelihatan ok, mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini",Kelihatan ok mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini
Apk nya kurang bagus karna hanya menampung 20 jawaban.,Apk nya kurang bagus karna hanya menampung  jawaban
Kode yg dikirimkan ke email lama,Kode yg dikirimkan ke email lama
Good aplikations,Good aplikations
Sya masi berikan bintang 1 karena blm juga bisa di buka aplikasinya. Mohon di jelaskan.,Sya masi berikan bintang  karena blm juga bisa di buka aplikasinya Mohon di jelaskan
Sangat membantu proses perkuliahan,Sangat membantu proses perkuliahan
sangat bermanfaat,sangat bermanfaat
Kenapa susah sskali untuk di download? Dari kemarin tulisannya menunggu didownload. Pdhl memori dan kuota masih ada,Kenapa susah sskali untuk di download Dari kemarin tulisannya menunggu didownload Pdhl memori dan kuota masih ada
Kasih bintang empat dulu,Kasih bintang empat dulu
"Sangat membantu,",Sangat membantu
Sangat Membantu Sekali Dalam Pengajaran Kelas,Sangat Membantu Sekali Dalam Pengajaran Kelas
Tabssssss,Tabssssss
Aplikasinya sangat mendukung pembelajaran kami,Aplikasinya sangat mendukung pembelajaran kami
Update nya sering tdk bareng dengan device lain,Update nya sering tdk bareng dengan device lain
Mudah dibuka dan untuk diterapkan. Saran dibuat lebih mudah lagi dan tetap continous improvement.,Mudah dibuka dan untuk diterapkan Saran dibuat lebih mudah lagi dan tetap continous improvement
Mantap,Mantap
agak susah,agak susah
Sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas.,Sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas
"Saran buat sevima, coba tambahkn menubcetak rekap BAP dan Presensi pada akun dosen",Saran buat sevima coba tambahkn menubcetak rekap BAP dan Presensi pada akun dosen
Mudah dan membantu,Mudah dan membantu
Mantap..,Mantap
Good app...,Good app
Terlau sering update,Terlau sering update
App yang bagus,App yang bagus
Gabisa login,Gabisa login
Baik Sekali,Baik Sekali
"Lemot, tidak responsif. Sangat tidak merekomendasikan aplikasi ini",Lemot tidak responsif Sangat tidak merekomendasikan aplikasi ini
Cek nilai hasil uts,Cek nilai hasil uts
Ok,Ok
Bagus sekali,Bagus sekali
Waw,Waw
Amazing,Amazing
Ok,Ok
Aplikasi nya bagus dan memudahkan untuk pengecekan nilai,Aplikasi nya bagus dan memudahkan untuk pengecekan nilai
Bagus dan bermanfaat,Bagus dan bermanfaat
Memuaskan,Memuaskan
Oke,Oke
Pembaruan teruus,Pembaruan teruus
Tolong dong kenapa tidak bisa update,Tolong dong kenapa tidak bisa update
Banyak bug,Banyak bug
Suka pembaruan mulu,Suka pembaruan mulu
Coba belajar dulu baru kasih bintang3,Coba belajar dulu baru kasih bintang
Sangat membantu dalam tugas kuliah ... Jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapun...thanks,Sangat membantu dalam tugas kuliah  Jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapunthanks
Good,Good
Terimakasih,Terimakasih
",😇",
"sangat sangat menyebalkan,,, mengrjakan tugas jdi terhambat tidak bisa copy pas dengan baik... perbaiki lagi deh klau bisa di update hrusnya bguss ini malah MAKIN BURUK...",sangat sangat menyebalkan mengrjakan tugas jdi terhambat tidak bisa copy pas dengan baik perbaiki lagi deh klau bisa di update hrusnya bguss ini malah MAKIN BURUK
Update mulu,Update mulu
"Saya tidak bisa log in, padahal sudah mendaftar. Selalu ada notif ""Sayangnya EdLink telah berhenti"". Apakah sistem hp saya memang tidak cocok untuk aplikasi ini? Mohon solusinya Terimakasih untuk solusinya, saya harap kedepannya semua bisa menggunakan aplikasi EdLink tanpa hambatan",Saya tidak bisa log in padahal sudah mendaftar Selalu ada notif Sayangnya EdLink telah berhenti Apakah sistem hp saya memang tidak cocok untuk aplikasi ini Mohon solusinya Terimakasih untuk solusinya saya harap kedepannya semua bisa menggunakan aplikasi EdLink tanpa hambatan
Baik,Baik
Good,Good
Good,Good
Membantu sekali aplikasi nya,Membantu sekali aplikasi nya
