content,content_clean,content_preprocessing
"Edlink adalah Aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam 1 genggaman android. Fitur nya lengkap. Dosen bisa upload materi, tugas (ada dedline nya), dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui Edlink yang sudah terhubung ke Zoom. Mahasiswa pun bisa lebih fleksibel dalam perkuliahan. Ada absensi, lihat nilai, upload tugas,profil. Era revolusi industri 4,0. Edlink pilihan tepat. Masalahnya saat terjadi gangguan server.",edlink adalah aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam  genggaman android fitur nya lengkap dosen bisa upload materi tugas ada dedline nya dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui edlink yang sudah terhubung ke zoom mahasiswa pun bisa lebih fleksibel dalam perkuliahan ada absensi lihat nilai upload tugasprofil era revolusi industri  edlink pilihan tepat masalahnya saat terjadi gangguan server,"['edlink', 'adalah', 'aplikasi', 'pembelajaran', 'online', 'yang', 'sangat', 'memudahkan', 'mahasiswa', 'dan', 'dosen', 'saling', 'terhubung', 'dalam', 'genggaman', 'android', 'fitur', 'nya', 'lengkap', 'dosen', 'bisa', 'upload', 'materi', 'tugas', 'ada', 'dedline', 'nya', 'dpt', 'membuat', 'kuis', 'online', 'jg', 'bisa', 'menerangkan', 'materi', 'ke', 'mahasiswa', 'melalui', 'edlink', 'yang', 'sudah', 'terhubung', 'ke', 'zoom', 'mahasiswa', 'pun', 'bisa', 'lebih', 'fleksibel', 'dalam', 'perkuliahan', 'ada', 'absensi', 'lihat', 'nilai', 'upload', 'tugasprofil', 'era', 'revolusi', 'industri', 'edlink', 'pilihan', 'tepat', 'masalahnya', 'saat', 'terjadi', 'gangguan', 'server']"
"5 bintang buat aplikasi ini, sgt mmudahkan kgiatan belajar mengajar, lwt apk ini dosen & mahasiswa bs berinteraksi scr online. Aplikasi ini simple digunakan mudahx akses tgs, file lampiran, serta kolom komentar beri jawaban.. Sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung, bs saling komunikasi. Mengenai apk ini yaitu kadang tdk dpt diakses terhubung",bintang buat aplikasi ini sgt mmudahkan kgiatan belajar mengajar lwt apk ini dosen  mahasiswa bs berinteraksi scr online aplikasi ini simple digunakan mudahx akses tgs file lampiran serta kolom komentar beri jawaban sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung bs saling komunikasi mengenai apk ini yaitu kadang tdk dpt diakses terhubung,"['bintang', 'buat', 'aplikasi', 'ini', 'sgt', 'mmudahkan', 'kgiatan', 'belajar', 'mengajar', 'lwt', 'apk', 'ini', 'dosen', 'mahasiswa', 'bs', 'berinteraksi', 'scr', 'online', 'aplikasi', 'ini', 'simple', 'digunakan', 'mudahx', 'akses', 'tgs', 'file', 'lampiran', 'serta', 'kolom', 'komentar', 'beri', 'jawaban', 'sebenarnya', 'edlink', 'ini', 'sangat', 'memperlihatkan', 'bhw', 'cara', 'belajar', 'pd', 'zaman', 'skrg', 'tdk', 'hnya', 'dgn', 'mndegarkan', 'guru', 'depan', 'kelas', 'namun', 'kita', 'bisa', 'memanfaatkan', 'apk', 'ink', 'untuk', 'media', 'pembelajaran', 'langsung', 'bs', 'saling', 'komunikasi', 'mengenai', 'apk', 'ini', 'yaitu', 'kadang', 'tdk', 'dpt', 'diakses', 'terhubung']"
Saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink,saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink,"['saya', 'berterima', 'kasih', 'kepada', 'sevima', 'edlink', 'karena', 'edlink', 'membantu', 'ku', 'di', 'universitas', 'dalam', 'keadaan', 'sekarang', 'sangat', 'membantu', 'membuat', 'tugas', 'terima', 'kasih', 'edlink']"
Baik utk memfasilitasi kuliah online,baik utk memfasilitasi kuliah online,"['baik', 'utk', 'memfasilitasi', 'kuliah', 'online']"
"Giveaway_agus Bastomi_sebenarnya ini aplikasi ya lumayan bagus,,cukup membantu bagi mahasiswa,,namun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliah,,misalnya 1 jam sebelum kuliah dimulai dan waktu tugas dikumpul",giveawayagus bastomisebenarnya ini aplikasi ya lumayan baguscukup membantu bagi mahasiswanamun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliahmisalnya  jam sebelum kuliah dimulai dan waktu tugas dikumpul,"['giveawayagus', 'bastomisebenarnya', 'ini', 'aplikasi', 'ya', 'lumayan', 'baguscukup', 'membantu', 'bagi', 'mahasiswanamun', 'masih', 'perlu', 'adanya', 'notifikasi', 'di', 'setiap', 'jadwal', 'kuliah', 'dan', 'tugas', 'kuliahmisalnya', 'jam', 'sebelum', 'kuliah', 'dimulai', 'dan', 'waktu', 'tugas', 'dikumpul']"
"EdlinkGiveaway_Hidayatullah_Pertama-tama saya berterima kasih kepada aplikasi Edlink, karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid-19, khususnya di tempat sekolah dan kampus/universitas. Semoga aplikasi ini tetap maju kedepannya dan sukses selalu...",edlinkgiveawayhidayatullahpertamatama saya berterima kasih kepada aplikasi edlink karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid khususnya di tempat sekolah dan kampusuniversitas semoga aplikasi ini tetap maju kedepannya dan sukses selalu,"['edlinkgiveawayhidayatullahpertamatama', 'saya', 'berterima', 'kasih', 'kepada', 'aplikasi', 'edlink', 'karna', 'berkat', 'aplikasi', 'ini', 'proses', 'belajar', 'mengajar', 'di', 'kampus', 'saya', 'masih', 'berjalan', 'dengan', 'lancar', 'dan', 'aplikasi', 'ini', 'juga', 'dapat', 'mengatasi', 'penyebaran', 'virus', 'covid', 'khususnya', 'di', 'tempat', 'sekolah', 'dan', 'kampusuniversitas', 'semoga', 'aplikasi', 'ini', 'tetap', 'maju', 'kedepannya', 'dan', 'sukses', 'selalu']"
"""Aku tanpa mu akan sia sia"" semangat Edlink",aku tanpa mu akan sia sia semangat edlink,"['aku', 'tanpa', 'mu', 'akan', 'sia', 'sia', 'semangat', 'edlink']"
"Zaman sekarang proses belajar mengajar Online yang simple dan Efektif cuma di Edlink mudah diakses kapanpun dan dimanapun, Banyak informasi yang bisa didapatkan di edlink dan yang jelas Up to Date !",zaman sekarang proses belajar mengajar online yang simple dan efektif cuma di edlink mudah diakses kapanpun dan dimanapun banyak informasi yang bisa didapatkan di edlink dan yang jelas up to date,"['zaman', 'sekarang', 'proses', 'belajar', 'mengajar', 'online', 'yang', 'simple', 'dan', 'efektif', 'cuma', 'di', 'edlink', 'mudah', 'diakses', 'kapanpun', 'dan', 'dimanapun', 'banyak', 'informasi', 'yang', 'bisa', 'didapatkan', 'di', 'edlink', 'dan', 'yang', 'jelas', 'up', 'to', 'date']"
"EdlinkGiveaway_FiktorSembiringPandiya_dibikin happy aja bray,edlink buat lu mempermudah belajar, dan terima notifikasi, saat lu lagi #dirumahaja",edlinkgiveawayfiktorsembiringpandiyadibikin happy aja brayedlink buat lu mempermudah belajar dan terima notifikasi saat lu lagi,"['edlinkgiveawayfiktorsembiringpandiyadibikin', 'happy', 'aja', 'brayedlink', 'buat', 'lu', 'mempermudah', 'belajar', 'dan', 'terima', 'notifikasi', 'saat', 'lu', 'lagi']"
"Aplikasi Edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun, selain itu aplikasi Edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif",aplikasi edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun selain itu aplikasi edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif,"['aplikasi', 'edlink', 'ini', 'sangat', 'membantu', 'dalam', 'proses', 'belajar', 'jarak', 'jauh', 'saya', 'dikarenakan', 'kita', 'dapat', 'belajar', 'dimanapun', 'selain', 'itu', 'aplikasi', 'edlink', 'juga', 'mudah', 'pengoperasian', 'nya', 'sehingga', 'murid', 'dapat', 'mudah', 'untuk', 'memahami', 'materi', 'pembelajaran', 'dan', 'membuat', 'proses', 'pembelajaran', 'lebih', 'efektif']"
edlink terbaik . karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,edlink terbaik  karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,"['edlink', 'terbaik', 'karena', 'bisa', 'memantau', 'segala', 'pelajaran', 'di', 'berbagai', 'tempat', 'dan', 'memantau', 'nilai', 'supaya', 'bisa', 'memperbaiki', 'atau', 'mempertahankan', 'nilai', 'menjadi', 'yg', 'terbaik', 'dari', 'yg', 'terbaik']"
#edlinkGiveaway_Muhajirah aplikasinya Sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,muhajirah aplikasinya sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,"['muhajirah', 'aplikasinya', 'sangat', 'menarik', 'dan', 'mudah', 'untuk', 'di', 'pahami', 'memudahkan', 'kami', 'mahasiswa', 'untuk', 'tetap', 'menjalankan', 'dan', 'mengerjakan', 'tugas', 'dengan', 'baik', 'dalam', 'situasi', 'social', 'distancing', 'ini', 'terimakasih']"
Mudah-mudahan EdLink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari EdLink.,mudahmudahan edlink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari edlink,"['mudahmudahan', 'edlink', 'bisa', 'menjadi', 'aplikasi', 'khusus', 'untuk', 'mahasiswa', 'dan', 'dapat', 'kuota', 'gratis', 'dari', 'edlink']"
Loading teruuuuus ga kebuka buka,loading teruuuuus ga kebuka buka,"['loading', 'teruuuuus', 'ga', 'kebuka', 'buka']"
Terima kasih edlink tolo* Karena aplikasi ini Tugas saya tidak terkumpul,terima kasih edlink tolo karena aplikasi ini tugas saya tidak terkumpul,"['terima', 'kasih', 'edlink', 'tolo', 'karena', 'aplikasi', 'ini', 'tugas', 'saya', 'tidak', 'terkumpul']"
Bagus tapi kok tidak bisa di download?,bagus tapi kok tidak bisa di download,"['bagus', 'tapi', 'kok', 'tidak', 'bisa', 'di', 'download']"
kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,"['kurang', 'efektif', 'masa', 'saya', 'sudah', 'daftar', 'di', 'suruh', 'daftar', 'lagi', 'kalau', 'mau', 'login', 'sering', 'eror']"
Aplikasinya sering lemot dan eror... Membuat kepala mahasiswa jd pusing dengan aplikasi ini,aplikasinya sering lemot dan eror membuat kepala mahasiswa jd pusing dengan aplikasi ini,"['aplikasinya', 'sering', 'lemot', 'dan', 'eror', 'membuat', 'kepala', 'mahasiswa', 'jd', 'pusing', 'dengan', 'aplikasi', 'ini']"
Perbaiki lagi seperti fb,perbaiki lagi seperti fb,"['perbaiki', 'lagi', 'seperti', 'fb']"
"Tlg dicamkan dan dibaca baik"", upload file lama, sering ngebug. Tolong segera dibenerin. Ni apk penting buat mahasiswa, jadi tlg segera difix masalahnya. Jgn cuman dibaca doang.",tlg dicamkan dan dibaca baik upload file lama sering ngebug tolong segera dibenerin ni apk penting buat mahasiswa jadi tlg segera difix masalahnya jgn cuman dibaca doang,"['tlg', 'dicamkan', 'dan', 'dibaca', 'baik', 'upload', 'file', 'lama', 'sering', 'ngebug', 'tolong', 'segera', 'dibenerin', 'ni', 'apk', 'penting', 'buat', 'mahasiswa', 'jadi', 'tlg', 'segera', 'difix', 'masalahnya', 'jgn', 'cuman', 'dibaca', 'doang']"
"Tolong difix, dan tolong dibaca dan dicamkan baik"". Apk sering ngebug, merugikan mahasiswa, upload file lama banget. Tolong dibenerin yg bener supaya ngga merugikan banyak orang, ni aplikasi ptg buat mahasiswa tlg di fix yg bener.",tolong difix dan tolong dibaca dan dicamkan baik apk sering ngebug merugikan mahasiswa upload file lama banget tolong dibenerin yg bener supaya ngga merugikan banyak orang ni aplikasi ptg buat mahasiswa tlg di fix yg bener,"['tolong', 'difix', 'dan', 'tolong', 'dibaca', 'dan', 'dicamkan', 'baik', 'apk', 'sering', 'ngebug', 'merugikan', 'mahasiswa', 'upload', 'file', 'lama', 'banget', 'tolong', 'dibenerin', 'yg', 'bener', 'supaya', 'ngga', 'merugikan', 'banyak', 'orang', 'ni', 'aplikasi', 'ptg', 'buat', 'mahasiswa', 'tlg', 'di', 'fix', 'yg', 'bener']"
Bgus,bgus,['bgus']
Kenapa yah melampirkan file format dokumen di kolom jawaban tidak bisa,kenapa yah melampirkan file format dokumen di kolom jawaban tidak bisa,"['kenapa', 'yah', 'melampirkan', 'file', 'format', 'dokumen', 'di', 'kolom', 'jawaban', 'tidak', 'bisa']"
"Terkadang masih sering eror saat mengerjakan ujian, terimakasih",terkadang masih sering eror saat mengerjakan ujian terimakasih,"['terkadang', 'masih', 'sering', 'eror', 'saat', 'mengerjakan', 'ujian', 'terimakasih']"
Kenapa tidak bisa mengirimkan file atau dokumen dalam pengerjaan tugas nya. Saya sudah cari alternatif tapi tetap tidak bisa,kenapa tidak bisa mengirimkan file atau dokumen dalam pengerjaan tugas nya saya sudah cari alternatif tapi tetap tidak bisa,"['kenapa', 'tidak', 'bisa', 'mengirimkan', 'file', 'atau', 'dokumen', 'dalam', 'pengerjaan', 'tugas', 'nya', 'saya', 'sudah', 'cari', 'alternatif', 'tapi', 'tetap', 'tidak', 'bisa']"
Ini aplikasi mesti di perbaiki sering banget server error,ini aplikasi mesti di perbaiki sering banget server error,"['ini', 'aplikasi', 'mesti', 'di', 'perbaiki', 'sering', 'banget', 'server', 'error']"
"Mohon maaf jika,saya memberi Bintang 3 untul saat ini,saya ingin bertanya min kapan fitur upload file nya Diperbaiki???saat ini saya sangat perlu untuk mengupload file tetapi dikatakan saat ini fitur upload file dinonaktitkan,tolong segera Diperbaiki min,soalnya tugas saya sudah deadline untuk besok",mohon maaf jikasaya memberi bintang  untul saat inisaya ingin bertanya min kapan fitur upload file nya diperbaikisaat ini saya sangat perlu untuk mengupload file tetapi dikatakan saat ini fitur upload file dinonaktitkantolong segera diperbaiki minsoalnya tugas saya sudah deadline untuk besok,"['mohon', 'maaf', 'jikasaya', 'memberi', 'bintang', 'untul', 'saat', 'inisaya', 'ingin', 'bertanya', 'min', 'kapan', 'fitur', 'upload', 'file', 'nya', 'diperbaikisaat', 'ini', 'saya', 'sangat', 'perlu', 'untuk', 'mengupload', 'file', 'tetapi', 'dikatakan', 'saat', 'ini', 'fitur', 'upload', 'file', 'dinonaktitkantolong', 'segera', 'diperbaiki', 'minsoalnya', 'tugas', 'saya', 'sudah', 'deadline', 'untuk', 'besok']"
Aplikasi Error👎,aplikasi error,"['aplikasi', 'error']"
"Aplikasi kontol, dikit dikit update",aplikasi kontol dikit dikit update,"['aplikasi', 'kontol', 'dikit', 'dikit', 'update']"
Ngelag,ngelag,['ngelag']
Mumudahkan untuk belajar online,mumudahkan untuk belajar online,"['mumudahkan', 'untuk', 'belajar', 'online']"
Bagusss,bagusss,['bagusss']
So good is aplikasi for study,so good is aplikasi for study,"['so', 'good', 'is', 'aplikasi', 'for', 'study']"
Kok bentar2 updet .terus abis di update malah ga bisa tersambung ke server,kok bentar updet terus abis di update malah ga bisa tersambung ke server,"['kok', 'bentar', 'updet', 'terus', 'abis', 'di', 'update', 'malah', 'ga', 'bisa', 'tersambung', 'ke', 'server']"
tidak konsisten waktu penampilan news,tidak konsisten waktu penampilan news,"['tidak', 'konsisten', 'waktu', 'penampilan', 'news']"
Kenapa saya tidak bisa terhubung ke server?,kenapa saya tidak bisa terhubung ke server,"['kenapa', 'saya', 'tidak', 'bisa', 'terhubung', 'ke', 'server']"
"Kak kenapa saya tidak bisa masuk ke aplikasi nya, ?",kak kenapa saya tidak bisa masuk ke aplikasi nya,"['kak', 'kenapa', 'saya', 'tidak', 'bisa', 'masuk', 'ke', 'aplikasi', 'nya']"
Tolong perbaiki server saya tidak bisa buka edlink,tolong perbaiki server saya tidak bisa buka edlink,"['tolong', 'perbaiki', 'server', 'saya', 'tidak', 'bisa', 'buka', 'edlink']"
Sangat bagus dan membantu,sangat bagus dan membantu,"['sangat', 'bagus', 'dan', 'membantu']"
Tolong diperbaiki. Kenapa malah gag bisa masuk. Pas masuk muncul kata2 tidak dapat menghubungkan ke server.,tolong diperbaiki kenapa malah gag bisa masuk pas masuk muncul kata tidak dapat menghubungkan ke server,"['tolong', 'diperbaiki', 'kenapa', 'malah', 'gag', 'bisa', 'masuk', 'pas', 'masuk', 'muncul', 'kata', 'tidak', 'dapat', 'menghubungkan', 'ke', 'server']"
Bagus,bagus,['bagus']
"Sangat membantu, mksh",sangat membantu mksh,"['sangat', 'membantu', 'mksh']"
Tidak dapat unduh,tidak dapat unduh,"['tidak', 'dapat', 'unduh']"
Ok,ok,['ok']
Servernya sering down... Sebaiknya diperbaiki dulu.. bukan karena kendala signal dan handphone yang kurang bagus😖😖,servernya sering down sebaiknya diperbaiki dulu bukan karena kendala signal dan handphone yang kurang bagus,"['servernya', 'sering', 'down', 'sebaiknya', 'diperbaiki', 'dulu', 'bukan', 'karena', 'kendala', 'signal', 'dan', 'handphone', 'yang', 'kurang', 'bagus']"
Terima kasih sangat membantu,terima kasih sangat membantu,"['terima', 'kasih', 'sangat', 'membantu']"
Mantabbbb.,mantabbbb,['mantabbbb']
Force close terus,force close terus,"['force', 'close', 'terus']"
Sangat membantu banget...,sangat membantu banget,"['sangat', 'membantu', 'banget']"
Susah didownload,susah didownload,"['susah', 'didownload']"
Susah upload tugas,susah upload tugas,"['susah', 'upload', 'tugas']"
Bagus sekali tapi kenapa tiba-tiba edlink nya berhenti,bagus sekali tapi kenapa tibatiba edlink nya berhenti,"['bagus', 'sekali', 'tapi', 'kenapa', 'tibatiba', 'edlink', 'nya', 'berhenti']"
Feeling good,feeling good,"['feeling', 'good']"
Error mulu... Gak guna,error mulu gak guna,"['error', 'mulu', 'gak', 'guna']"
Belajar makin tambah asyik m jga mkin hemat waktu....belajar bsa dlakukan dmaja aja....ma ksih.....,belajar makin tambah asyik m jga mkin hemat waktubelajar bsa dlakukan dmaja ajama ksih,"['belajar', 'makin', 'tambah', 'asyik', 'm', 'jga', 'mkin', 'hemat', 'waktubelajar', 'bsa', 'dlakukan', 'dmaja', 'ajama', 'ksih']"
cukup bagus,cukup bagus,"['cukup', 'bagus']"
Sangat membantu,sangat membantu,"['sangat', 'membantu']"
Terbaik,terbaik,['terbaik']
"Siswa tidak bisa kirim jawaban, tulisan ""Aplikasi terus berhenti""",siswa tidak bisa kirim jawaban tulisan aplikasi terus berhenti,"['siswa', 'tidak', 'bisa', 'kirim', 'jawaban', 'tulisan', 'aplikasi', 'terus', 'berhenti']"
Tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,"['tolong', 'munculkan', 'notif', 'aplikasi', 'apabila', 'pengajar', 'menambahkan', 'quiz', 'atau', 'materi', 'baru']"
Semoga bisa lebih baik lagi appnya Skrg udh bisa pakai video dan kuis,semoga bisa lebih baik lagi appnya skrg udh bisa pakai video dan kuis,"['semoga', 'bisa', 'lebih', 'baik', 'lagi', 'appnya', 'skrg', 'udh', 'bisa', 'pakai', 'video', 'dan', 'kuis']"
App jelek server sering down,app jelek server sering down,"['app', 'jelek', 'server', 'sering', 'down']"
Kok aplikasinya eror ya,kok aplikasinya eror ya,"['kok', 'aplikasinya', 'eror', 'ya']"
Bagus,bagus,['bagus']
Sangat membantu,sangat membantu,"['sangat', 'membantu']"
Parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,"['parah', 'jawab', 'uts', 'pilihan', 'ganda', 'pas', 'milih', 'jawaban', 'malah', 'bug', 'gk', 'bisa', 'di', 'pencet', 'trus', 'malah', 'kembali', 'ke', 'beranda']"
